factset_entity_id,total_aum,equity_aum
002LC2-E,,
002LF9-E,,
002LFR-E,,
0957JK-E,,3
002LGH-E,,
002LH2-E,,
09HF7L-E,,0
002LJG-E,,
002LJH-E,,
002LK5-E,,
002JJY-E,7279,573
002LMF-E,,
002LNV-E,,
002LNW-E,,
002LPF-E,,
002LPS-E,,
0DB235-E,,0
002LQ0-E,,
002LQM-E,,
002LQV-E,,
002LQZ-E,,
002LRN-E,106,
002LS1-E,,
002LSL-E,,
002LSP-E,,
002LTL-E,,
002LVT-E,,
002LW4-E,,
002LWB-E,,
002LWP-E,,
002LX8-E,,7795
002LY0-E,,
0DCFB4-E,,24
002KYR-E,150,78
002JKF-E,77143,62785
002M1Z-E,,
002L32-E,986,855
002M40-E,,
002M5R-E,,
002M7P-E,,
002M8L-E,,
002M9V-E,,
002MDV-E,,
002MKF-E,,
002MLK-E,,
002MN8-E,,
002MQ6-E,,
002MQB-E,,
002MRC-E,,
002MZW-E,,
002N0Q-E,,
002N1R-E,,
002L9Y-E,5037,1133
002N2S-E,,
002N4S-E,,
002N9W-E,,
002ND6-E,150,
002NGP-E,,
002NLR-E,,
002NLS-E,,
002NLW-E,,
002NP1-E,,
002NQG-E,,
0DCXHP-E,,57
002JLV-E,1569,1469
002K8G-E,263575,169459
002LVX-E,,
002K0M-E,902462,156424
002JM2-E,36254,125
002NBS-E,23,5
09H3P1-E,11570,358
002KM7-E,,554
0D72SD-E,,0
002M4R-E,,789
002LZF-E,1063,0
002LG5-E,,0
0DBQ1R-E,1765,2
002L3J-E,,646
002LNF-E,150,
002L1Q-E,19407,2229
098G54-E,,17
0DCPPP-E,,2
002JQ6-E,,141
0D7XTY-E,2320,58
0DXZD9-E,,
0FDF4P-E,,14
0G5ZJD-E,,132
0GBZVF-E,,41
09H3YY-E,,9
002LJZ-E,1017,440
002NS3-E,,
002NVS-E,,
002NXN-E,,
002NWN-E,134,102
002P2B-E,,
002P3C-E,,
002P65-E,,
002P7M-E,,
002P85-E,,
002P8N-E,,
002P47-E,,6902
002PCB-E,,
002PDZ-E,,
002PGK-E,,
002SWN-E,842,74
002PJL-E,,
002PKK-E,,
002PKR-E,,
002PLB-E,,
002PLV-E,,
002PPP-E,,
002PT4-E,,1556
002PTG-E,,
002PW1-E,,
002RWC-E,123,22
002Q3X-E,,
002Q57-E,800,
0DHM2B-E,,52
002QJF-E,,0
002QKC-E,,
002R5D-E,,
002R5V-E,,
002R74-E,,3
002RBD-E,,
002LSM-E,1452,697
002RD3-E,,
002S17-E,3000,1087
002RQ4-E,,
002RS3-E,,
002RS6-E,,
002RW3-E,,
002S11-E,,
002S1S-E,,
002S9P-E,,
002SCN-E,,
002SDL-E,,
002SFB-E,,
002SFR-E,,
002SG1-E,,
0DJF4L-E,,915
002SGN-E,2352,
002SGP-E,,
002SHS-E,,127
002SLT-E,,
002LP3-E,6000,3548
002SNL-E,,
09QHC1-E,573,95
002SQ4-E,,
002SQC-E,,
002SQT-E,,
002SRT-E,,
002SX0-E,,
002SX3-E,,23
002SY8-E,,
002SYJ-E,,
0DKQ0J-E,,
002T0B-E,,
002T0M-E,,
002T0Y-E,,
0D6X9H-E,,95
002SM1-E,187,103
002NZ9-E,1119,1069
0DHZ0F-E,,
0GZ3FD-E,,68
002P34-E,,84936
002SCP-E,,
002L8Z-E,147,99
0H2G3L-E,,9
002L86-E,9868,1246
002NY9-E,,
002RL5-E,17000,336
002PZD-E,,923
0DP7KM-E,,143
002P7T-E,7186,4659
002P6Z-E,3585,3685
0DJBJ7-E,,33
002P9J-E,14000,69
0DG47S-E,,
002SMM-E,,196
002PM8-E,8266,2451
0C6WN1-E,,0
0DP91G-E,73599,699
002P06-E,,3177
0DJ44S-E,,301
0DLGZM-E,1584,183
0JK8HH-E,,4012
0DKP5V-E,,1111
002T1W-E,,12222
002T26-E,,
002T2S-E,,
002T3G-E,,
002T44-E,,
002T49-E,,
002T52-E,,
002T5P-E,,
002T62-E,,
002T68-E,,
002T6P-E,,7542
002T6T-E,,
002T6Y-E,,
002T7Z-E,,
002T9H-E,,
002T9K-E,,
002TBM-E,,74
002TC0-E,,
002TCM-E,,
002TDV-E,,
05N8B0-E,,211
002TFT-E,,
002TGB-E,,
002TGW-E,,
002TH3-E,,
002THH-E,,
002TPF-E,218,183
002THM-E,,
002TJ5-E,,
002TKK-E,16000,483
002TL4-E,580,13
002TLK-E,,
0DTYS9-E,,15
002TM7-E,,
002TNC-E,,
002TNH-E,,
002TNQ-E,,
002TPG-E,,
002TL9-E,799,617
002T43-E,15895,13153
002TQ2-E,,
002TQM-E,,
002TR6-E,,
002TRP-E,,
002TS1-E,,
002TSY-E,,
002TTP-E,,
002TTR-E,,
002TWC-E,,
002TWV-E,,
002TXY-E,,
002TYF-E,,
002TYZ-E,,
002V00-E,,
09M5VX-E,,152
002V3F-E,,
002V3K-E,,
002V4F-E,,
002V5M-E,,
002V6W-E,,
002V75-E,,
002V7V-E,,
002V8D-E,,
002VC0-E,1500,
002VC9-E,,
002VJ6-E,,
002VKT-E,,
002VM0-E,,
002VMJ-E,,
002VQV-E,,
002VR9-E,,
002VRL-E,,
002VRY-E,,
002VP5-E,1298,
002W07-E,,
002W0N-E,,
002W0R-E,,
002WB6-E,,
002WBH-E,,
002WBS-E,,
002WC5-E,,
09MKWW-E,,82
002Q86-E,5000,389
002TFP-E,1100,
002T9S-E,10461,43
002TCB-E,6035,3160
0DTRZ3-E,2831,75
0DV1TM-E,204,0
09M9V1-E,,4
002T15-E,,3737
002T57-E,48,
002SZ7-E,21606,11914
09M6J8-E,839,8
05L0T5-E,,13
002THY-E,3399,3000
0DTR74-E,33775,155
002TTM-E,93,0
002TTJ-E,42,
05KPSG-E,,3739
002T7P-E,640,112
002TL3-E,702,579
05HT3W-E,12913,1080
002WC9-E,,
05PSGN-E,148,
002WF3-E,,
002WJL-E,,
002WJX-E,,
002WLP-E,,
002WMQ-E,1000,
002WMY-E,,
002WXM-E,,
002WXT-E,,
002X6Y-E,,
002X8S-E,,
002WNH-E,434,327
002XDN-E,8000,
002XFZ-E,,
09R852-E,,50
002XG1-E,,5241
002XH3-E,,
002X98-E,,211
002XJJ-E,,
002XL0-E,,
002XM1-E,,
002XN8-E,,
05M32S-E,,2456
002XRR-E,,
002XS6-E,900,
002XT5-E,,
002XD5-E,,10234
002XWH-E,,
002Y0Z-E,,
002TRD-E,34738,22598
002XCX-E,292,184
002Y24-E,,
002Y2R-E,,
002Y2T-E,,
002Y31-E,,
002VVG-E,1595,515
002Y3M-E,,
002WCB-E,,7147
002Y3T-E,,
0F03GZ-E,,97
002V70-E,751,125
002Y4L-E,,
09S0MW-E,,34
002Y4T-E,,
002Y6P-E,,
002Y81-E,,
002Y95-E,,
09S0LL-E,,0
002YBT-E,,
002YCJ-E,,
002YKR-E,,
002YSW-E,,
09Y2P7-E,529,48
002Z1L-E,,
002Z5Y-E,,1
002Z9Y-E,2092,141
002ZDR-E,,835
002ZVF-E,,
002ZZ8-E,58,
002ZZM-E,,
003042-E,,
003046-E,,
002TL6-E,7663,893
00307Y-E,,
00308V-E,,
003099-E,,
0030B5-E,,
0030BD-E,,15
0030BP-E,,
0030BQ-E,,
0030F2-E,,
0030FL-E,,
003124-E,,
003166-E,,
00318B-E,,
0031BW-E,,
0031JK-E,,
0035KL-E,,
002W55-E,9729,5108
09W3KC-E,4099,230
09W5S6-E,,
0DZHRX-E,,384
002Y15-E,2040,1764
003054-E,,
09S8PL-E,,0
09S90K-E,,
002TK0-E,1161,728
002V15-E,8422,7755
0F11S5-E,,38
002WH1-E,400,119
00328V-E,47300,
00328Y-E,,
0032BS-E,,
0032BY-E,,
002Y4H-E,,54198
0032G2-E,,
06F5VH-E,352,113
0032LY-E,,
0032QB-E,,
0B15L8-E,29984,24
07KRZF-E,,2612
0032TR-E,,
0032TV-E,,
0032VC-E,,
0032VN-E,,
0032W0-E,,
0033CR-E,,
0033T7-E,,
0033W4-E,,132
0033X0-E,,
0033YG-E,,
0033YT-E,,
003441-E,,
00345M-E,,
003460-E,,
00346G-E,,0
0034CP-E,,
0034CV-E,,
0034CY-E,,
0034D9-E,,
0034FN-E,,
0034FT-E,,
0034FX-E,,
0034JC-E,,
0034JJ-E,,
0034JT-E,,
0034L6-E,,
0034P8-E,,
0034PR-E,,
0034QB-E,,
0034V2-E,,
0034VF-E,,
0FBCDW-E,,11
0034XZ-E,,
0034Z2-E,,
0034ZP-E,,
00351Q-E,,
00352N-E,,
003536-E,,
003538-E,,
00353F-E,,
002Y4P-E,781,709
00353S-E,,
00353Z-E,,
00354H-E,700,
003261-E,1078,240
00357X-E,,
00357Z-E,,
00358K-E,,
0035BD-E,66,
0035C1-E,,
0035CN-E,,
0035DR-E,,
0035FP-E,,
0035G6-E,,
0035GQ-E,750,
0035GR-E,,
0035H3-E,,
0035HD-E,380,184
0035HP-E,,
09T4YV-E,6364,5140
0035J6-E,,
0035JF-E,,3
0035JY-E,,
0035K6-E,,
0035K7-E,,
0035KC-E,,
0D20ZR-E,,135
002ZJ6-E,684,60
080LDM-E,3599,1772
084PMC-E,84888,3308
0D8K7R-E,16715,3449
0034Q0-E,191,
0034WP-E,317,207
0HJ0TX-E,331,34
0035FV-E,3649,2515
0B3PFC-E,2919,28
002XR7-E,27686,24036
0B1JRY-E,,5
0FBHVY-E,,24
0031ZN-E,174,
0FB56B-E,,62
002YD0-E,4296,1623
0FBHYC-E,1534,660
0FL4ZT-E,,21
002Y3N-E,392,304
0033JK-E,216,209
0F9Z6J-E,,168
080DJQ-E,,12
0033N2-E,13948,13102
0035LP-E,,
0035NG-E,,
0035PV-E,,
0035Q7-E,,
0035RP-E,,
0035S2-E,,
0035T9-E,,
0035TP-E,,
0035TM-E,8342,1224
0035RC-E,4235,1198
0035W9-E,,
0035WR-E,,
0035WV-E,,
0035X6-E,,
0035YP-E,,
0035Z1-E,,
0034MV-E,23050,14890
00361Z-E,,
003654-E,198,
00365Q-E,,
00367D-E,,
0035LK-E,464,36
00367V-E,,
00368J-E,519,
00368T-E,,
0036B9-E,,
0036DB-E,,
0036G4-E,38,
0036HW-E,,
003C2B-E,746,512
0036L5-E,93,
0035QZ-E,4886,2182
0034T6-E,715,389
0036NG-E,,
0036PT-E,,
0036S4-E,1425,32
0036VB-E,,
0036YL-E,,
003759-E,,
0035LR-E,279,194
0037NP-E,,
0037TM-E,,
0037TN-E,,
0037W1-E,,
003LH5-E,36331,20585
00382T-E,,
00384Z-E,,
00387V-E,,
0038HW-E,,
0038KQ-E,,
0038P5-E,,
0038R8-E,,
0038TJ-E,,
00399P-E,,
00385T-E,758,648
003B64-E,,
003BMQ-E,,
003BX9-E,67,
003BXF-E,,
003BYV-E,,
003C4B-E,,
003C4G-E,,19
003C50-E,,
003C59-E,,
003C5H-E,,
003C5L-E,,
003CLY-E,,
003CM3-E,,
003CM5-E,,
0035G1-E,,0
0039BK-E,,730
003C3N-E,745599,3138
0038K2-E,93,
0035KW-E,,236
003BWQ-E,2004,933
0FGJ0F-E,,229
003840-E,949,574
0035RS-E,962,428
003659-E,21082,11753
0035VW-E,300,348
0FFJV6-E,,1756
003CM0-E,1377,
0FGJ6P-E,,10
003CNM-E,,
003CX0-E,,
003CY1-E,,
003D4N-E,,
003D5W-E,,
003D6Z-E,4739,127
003DTR-E,,
003DVP-E,175,96
003F11-E,,
003F2C-E,101700,6
003FP5-E,,
003FP6-E,,
003FX5-E,,
003FXJ-E,,
003G1V-E,,
003G2D-E,2000,107
003G6W-E,,
0FX0YV-E,,27
003G7K-E,,
003GDK-E,,
003GGF-E,,
003GS4-E,,
003J5V-E,1829,
003GWT-E,,
003H1V-E,,
003H7V-E,,
003H7X-E,,2
003HD1-E,,
003HJ2-E,,
003HJH-E,,
003FZJ-E,1395,882
003HLH-E,,6
003HRN-E,,
003DK9-E,458,445
003HDJ-E,37904,63
003HW3-E,,
003HWX-E,,
003HX7-E,,
003HY8-E,,
003HZL-E,,
0BB7G8-E,,6
003J4B-E,,
003J5D-E,,
0FTGSF-E,,46
003J6M-E,,
003J6Y-E,,
003J8M-E,,
003JBN-E,,
003JDT-E,,
003JFV-E,,
003JHG-E,,
077QC0-E,,191
003JK2-E,,
003JL7-E,,
0B9VHR-E,7608,460
003JS4-E,,
003JS6-E,,
003JT3-E,,
003JWX-E,,
003K09-E,,
003K0K-E,,
003K23-E,,
003K2C-E,,
003K30-E,,
003K3L-E,2000,
003K4G-E,1212,
003K7Q-E,,
003KC7-E,106,
0FSJXF-E,22231,24
003F4Q-E,588,548
003KFZ-E,,
003KG6-E,,
003KGS-E,,
003KH0-E,,
003KJ9-E,,
003HCX-E,34326,412
003KKR-E,,
003KPH-E,,
003KRR-E,1612,
003J08-E,,0
003KS8-E,,
003F7L-E,775,477
0B8VYV-E,,0
003HTK-E,1191,
003JPZ-E,62,
003J52-E,960,
003DHL-E,3565,1291
003FL0-E,,
003FR2-E,,227
0FSKHW-E,,234
003G96-E,15890,
003G7G-E,,22
0G1HF0-E,,0
003KSP-E,,
003KT2-E,,
003KTD-E,,
003KTN-E,,
003KV1-E,,
003KVZ-E,,
003KW1-E,,
003KXB-E,,
003KZ3-E,,
003KZ6-E,759,406
003LKD-E,218173,361
003L0B-E,,
003L0P-E,,
003L2T-E,,
003L61-E,,
003L64-E,,
003L68-E,,
003L6W-E,,
003L6X-E,,
003L78-E,,
003L9S-E,,
003LB8-E,,
003KW9-E,4900,1287
003LBC-E,,
003LHT-E,156849,673
003LD1-E,244,
003LFF-E,,
09JSQK-E,,1439
003LG6-E,,
003LGP-E,,
003LJ9-E,,
003LJB-E,,
003LJH-E,,
003LK8-E,,
003LL8-E,,
003LMZ-E,,
003KX3-E,513,340
003LP7-E,,
003LPF-E,,
003L6S-E,2265,1277
003LXV-E,,
003LYD-E,,
003LZD-E,655,
003MD6-E,,
003MJ7-E,,
003MWW-E,,
003N8G-E,,
003NB6-E,,
003NCV-E,,
003NF3-E,,
003NFC-E,,
003NG7-E,,
003NHM-E,,
003NL8-E,,
003NM7-E,,
003NMS-E,,
003NMY-E,,
003NMZ-E,,
003NN7-E,,
003NN9-E,,
003NP4-E,,
003NP7-E,,
003NQZ-E,,
003NS1-E,,
003NS4-E,1143,
003NTM-E,,
003NVX-E,,
003NYS-E,,
003P2Y-E,,
003P3J-E,,
003P94-E,,47
003PBV-E,,
003PXW-E,,
003PXY-E,,
003Q39-E,,
003Q7M-E,,
003Q7S-E,,
003Q80-E,,
0GF6R4-E,10882,162
003QG0-E,,
003QG8-E,,
003QGH-E,,
003QKJ-E,,
003QKN-E,,
003QLZ-E,,
003QMN-E,,
003NZ2-E,,
0GGDGP-E,,13
003NJ3-E,32503,19762
003KYP-E,580,156
003L2K-E,388,234
003QJY-E,55000,
003KXL-E,1042,990
0GDPVR-E,,48
003LFW-E,5476,883
09HWSP-E,399,208
003KZY-E,2596,2014
0GH17T-E,,
09L26S-E,,19
003KYY-E,3857,667
003KYX-E,212,205
0GDF8Z-E,,36
003QMY-E,118,
003QN6-E,,
003QRT-E,,
0BQLQH-E,,
003R3M-E,988,
003QW7-E,,
003QXW-E,,
003QYP-E,,
003QYT-E,3510,
003QZY-E,,
003R0F-E,,
003R0N-E,,
003R12-E,,
003R37-E,,
003R39-E,,
003R3L-E,,
003R3T-E,,
003R3Y-E,,
003R4D-E,,
003R69-E,,
003R6H-E,522,
003R70-E,332,185
003R74-E,,
003R7C-E,,
003R7H-E,,
003R7J-E,,
003R7R-E,,
003R8M-E,,
003R8T-E,690,
003R9D-E,,
003R9Z-E,,
003RCV-E,,
003RD2-E,,
003RDX-E,,
003RF7-E,,
003RFW-E,,
003RGH-E,,
003RGV-E,,
003RJZ-E,,
003RK0-E,,
003RK2-E,,
003RK4-E,,
003RKW-E,,
003RL7-E,,
003RL8-E,,
003RLM-E,115,
003RQ7-E,13305,1865
003RMC-E,,177
003RMG-E,,
003RP2-E,,
003RP6-E,,
003RPF-E,,
003RQ3-E,,
003RQT-E,,
003QZ9-E,1578,1078
003RRG-E,,
003QW3-E,8054,5
0GJZ4V-E,,33
003RTY-E,,
003RV0-E,,
003RV7-E,,
003RVC-E,,
003RWZ-E,,
003RX5-E,,
003RLJ-E,406,265
003RY5-E,,
003RYW-E,,
003RZ0-E,,
003S0L-E,,
003S0N-E,,
003S0W-E,,
003S1G-E,,
003S1H-E,,
003S1N-E,,
003S1P-E,,
003S25-E,,
003S27-E,135,
003S2M-E,,
003S2P-E,,
003S2R-E,,
003S2W-E,,
003S39-E,,
003S3Q-E,,
003S3V-E,,
003S3Y-E,,
003S4M-E,,
003S50-E,,
003S53-E,,
003S5F-E,,
003S5Q-E,,
003S5W-E,,
003S6L-E,,
003S6W-E,,
003S73-E,767,
003S7F-E,,
003S7S-E,,
003S89-E,32,
003S8K-E,,
003S8L-E,,
003S8N-E,,
003S8X-E,,
003S9D-E,,
003SD1-E,,
003SFY-E,,
003SJ3-E,,
003SJT-E,,
003SK5-E,,
003SK9-E,,
003SKC-E,,
003SLG-E,900,
003SLW-E,,
003R71-E,,
003R3W-E,,
0BPSYW-E,,0
0BQHLG-E,,
003SM1-E,,
003SM6-E,,
003SM9-E,,
003SMG-E,,
003SMJ-E,,
003SN9-E,,
003SNQ-E,,
003SNR-E,,
003SPF-E,,
003SPS-E,,
003SPW-E,,
003SQ1-E,,
003SQW-E,,
003SR1-E,,
003SRG-E,,
003ST2-E,,
003STM-E,,
003STW-E,,
003STX-E,,
003SV4-E,,
0040TT-E,747,207
003SVY-E,,
003SW2-E,,
003SXS-E,,
003SXT-E,,
003SXY-E,,
003TB5-E,8605,7
003SY2-E,,
003SYV-E,,
003SZ5-E,,
003SZH-E,,
003SZJ-E,,
003SZN-E,,
003T09-E,,
003T0M-E,,
003T0T-E,,
003T1X-E,,
003T1Z-E,,
003T26-E,,
003TDC-E,,
003TP2-E,,
003VCN-E,,
003VFJ-E,,
003VHJ-E,,
003VMT-E,,
003VX1-E,,
003WD9-E,,
003WL1-E,,
003TKT-E,5734,1147
003WVS-E,,
003WX0-E,,
003WYN-E,,
003X3W-E,,
003XFH-E,,
003XR9-E,,
003XS4-E,,
003XS5-E,,
003XS9-E,,
003XSV-E,,
0040KX-E,94,
003XXP-E,,
003XXT-E,,
003Y0F-E,,
003Y1K-E,,
003Y75-E,,
003YF8-E,,
003YQX-E,,
003Z1Q-E,,
003Z2H-E,,
003ZS8-E,,
003ZSY-E,,
0040LY-E,,158
00405R-E,,
00407J-E,,
0040MB-E,,
0040PY-E,,0
003T32-E,612,0
0040V0-E,67,
004150-E,,
0041CD-E,,
0041CW-E,,
0041M0-E,,
0041QV-E,,
004254-E,,
00427F-E,,
003SXD-E,891,689
003SS4-E,1651,
003SSC-E,628,
0GMKTH-E,,12
003XDR-E,3044,
008K0W-E,22056,13806
0092S3-E,805,557
003XX3-E,,2
00417W-E,2986,
003TKW-E,,53
0041GK-E,318,10
003SRN-E,,705
008LX4-E,2055,233
003TD3-E,1078,667
06VXMJ-E,,72
0040W1-E,298,238
0GLX8C-E,,15
0GMHHK-E,,15
0GLWK7-E,,169
0042WM-E,,9
00441H-E,,
00448S-E,5615,355
00496Q-E,,2796
00482K-E,,6623
0044TS-E,,
0044VV-E,1164,
00450X-E,,
0045D0-E,,
0BTRKS-E,,94
0046K9-E,,
0043R8-E,,12912
00478K-E,,
0047DG-E,,
0047H3-E,,
0047KD-E,,
00481H-E,,
004831-E,,
004873-E,,
0048Z8-E,,
004912-E,,
00491B-E,,
06BXNM-E,3600,
0C0RKC-E,,39
00494J-E,,
00494L-E,,
004958-E,,
00495Q-E,,
00479N-E,2058,1627
00497Y-E,,
004B51-E,2805,641
0049BX-E,,
0049C0-E,,
0049F1-E,,
0049F3-E,,
0049GS-E,,
0049GZ-E,,
0BW8N6-E,318,20
0049H2-E,,
0049H3-E,,
0049J3-E,,
0049JC-E,,
0C244V-E,477,128
0048XZ-E,91,89
0049KB-E,,
0049KQ-E,,
0049KR-E,,
0BTH8V-E,,1117
0049LN-E,,
0C0MQD-E,49447,64
0049M7-E,,
0049MJ-E,,
0049ML-E,,
0C0YD1-E,,2
0048DQ-E,342,241
0049QB-E,,
0049QQ-E,,
004B30-E,,
004B4Z-E,,
004B72-E,,
0048RH-E,1690,442
004BPS-E,503,
004BR2-E,,466
004BWD-E,,
004BX7-E,,
004C04-E,,
004C0G-E,,
004C1M-E,,
004C7Z-E,,
004C86-E,,
004C91-E,,
004C9Q-E,,
004CBC-E,,
004CBP-E,,
004CC3-E,,
004CCF-E,,
004CCG-E,,
004CFK-E,,
004CFQ-E,500,
004CJ9-E,,
004CJD-E,,
004CJW-E,,
004CJY-E,,
004CKB-E,,
004CR0-E,,
004CRQ-E,,
0049JL-E,,
0GRFYT-E,,1
0048F5-E,,171
0044WZ-E,178076,38603
00493V-E,69256,0
0048H8-E,191,141
0C0HJY-E,223,
004BVK-E,,0
0048PD-E,,5091
004CWJ-E,,
004CX7-E,,
004DND-E,5131,4480
004D51-E,,
004D93-E,,
004D9D-E,,
004DGK-E,,
004DH9-E,,
004DJT-E,,
004DKF-E,,
004DKV-E,,
004DKY-E,,
004DL3-E,,
004DL7-E,,
004DNR-E,,
004DY7-E,,99
004F6D-E,,
0GGXNT-E,,706
004FBJ-E,,
004FBX-E,,
004FC6-E,,
004F37-E,,6403
004FJS-E,,
004FLQ-E,,
004FRX-E,,
004FS6-E,,
004FX0-E,,
004FZQ-E,,
004G1S-E,,
004G3L-E,,
004G81-E,,
004GG1-E,,
004GG5-E,,
004GGN-E,,
004GGS-E,,
004GGZ-E,,
004GH1-E,,
004GH5-E,,
004GH6-E,,
004GJQ-E,,
004H05-E,,0
004H6G-E,,
004H6Q-E,,
004HHG-E,,
004HLR-E,,
004HS0-E,,
004HVM-E,,
004HXC-E,,
004HY6-E,,
004HYG-E,,
004J1N-E,,
004JHM-E,,
004JWS-E,,
004JZK-E,,
004KC2-E,,
004HXH-E,,16
0GVY0G-E,,0
004LCW-E,,
004LG7-E,,
004LGB-E,,
004LJZ-E,,
004LKG-E,,
004LKY-E,,
004LL0-E,,
004LLF-E,,
004LM6-E,,
004LWX-E,,
004LZM-E,,
004M0R-E,,
004MBY-E,,
004MGF-E,,
004P03-E,5500,1075
004P7D-E,,
004P7M-E,,
004PL7-E,,
004PM3-E,,
004VLZ-E,1500,4
004R9W-E,,
004RGV-E,,
004RQ5-E,,
004RTT-E,,
004S46-E,,
004SCX-E,,
004SM5-E,,13
004SQL-E,,
004SRP-E,,
004STY-E,,
004TKV-E,,
004TQ5-E,,
004VP1-E,,
004VPF-E,,
004VVC-E,,
004GM6-E,3740,1217
004W5T-E,,
009RD4-E,204,164
004WMT-E,,
0GGXJB-E,,24
009880-E,3202,2269
05FQBF-E,526,436
004F2T-E,1243,72
004LGP-E,,
004NBV-E,193,0
0GY0DP-E,,4
004G3D-E,1198,717
004XTV-E,,
004XWT-E,,
004Y97-E,600,
004YKR-E,,
004ZDX-E,,
004ZPT-E,,
004ZSD-E,2371,
005015-E,,
00504F-E,,
0050N0-E,,
0050WJ-E,,
0050Y1-E,,
004ZNB-E,17326,15187
00515P-E,,
00516S-E,,
0051F7-E,,
0051JQ-E,,
00522J-E,,
005272-E,,24
005384-E,,
0053BB-E,,
0053MN-E,,
0055DW-E,,
0055SF-E,,
00564L-E,,
0056BB-E,,
0056TG-E,,
0056TM-E,,
00576P-E,,
0C368K-E,10,3
0051Y2-E,22522,39
0057NM-E,,
0057QX-E,200,
0058H9-E,,
0059S5-E,,
005BWD-E,8000,755
005C4L-E,,
005CG7-E,,
005C9N-E,291,142
005CNM-E,,
005DCW-E,,
005DGM-E,,
005DVM-E,,
004X5W-E,,11
005F4C-E,,
004Z9Q-E,194056,74150
005FRF-E,,
005FSL-E,,
005G4F-E,,
005G71-E,,
005G72-E,,
0C3LRS-E,815,36
005GBC-E,,
005H6X-E,1468,1027
005GD7-E,7,
004ZPS-E,,4752
005GHT-E,,
004WN0-E,,0
005GK0-E,,
005GKR-E,,
005GLC-E,,
005GLJ-E,1273,
005GP2-E,,
005GSR-E,,2135
005F3X-E,900,46
005GT9-E,,
005GTF-E,,
005GV1-E,,
005GW1-E,,
0624NJ-E,781,804
005GZS-E,,
005H2S-E,,
005H2X-E,,
005H33-E,,
00592B-E,317,303
005H8H-E,235,
005H8M-E,,
005H9H-E,,
005NW3-E,,
0C3HL8-E,1017,539
005CJ2-E,3876,3530
0050Z3-E,,366
005DH0-E,2588,1515
0057B5-E,1500,1240
06DGPX-E,28200,
0056DD-E,1005,485
004Z3M-E,,33
0055DM-E,,408
0C6BCG-E,,21
061XTX-E,3582,1747
005645-E,496,277
0C3LQ3-E,1293,634
05FWG7-E,63872,32207
0C2Y7D-E,996,595
005HCX-E,,
005HF1-E,,
005HFT-E,,
005M32-E,4745,
0C6TC0-E,142,8
005HJ5-E,,
005HJL-E,,
005HKM-E,,
005HKP-E,,
005HKW-E,,
0C6WHQ-E,,51
005HMP-E,,
005HMS-E,,
005HGK-E,11966,10493
0C796Z-E,11957,110
005HRL-E,,
005HRY-E,,
005HSH-E,,
005HSK-E,,
005HSS-E,,
005HSZ-E,,
005HT6-E,,
005HTX-E,,
005HVK-E,,
005HVY-E,,
0011QG-E,157,153
005N3J-E,44000,
005HYG-E,,
005HZH-E,,
005HZN-E,,
005J61-E,205,
005JGF-E,,
005JJ2-E,,
005JTQ-E,,
005JXC-E,,
005K06-E,,
005K13-E,,
005K2C-E,,
005K4Q-E,,
005KRT-E,,
005KW5-E,,
005KX1-E,11158,191
005L29-E,,
005LSM-E,,
005M0V-E,,
005MKL-E,,
005MPM-E,,
005MPX-E,,
005MPY-E,,
005MR3-E,,
005MR5-E,,
005MRC-E,,
005MRR-E,,
005MS1-E,,
005MSK-E,,
005MTG-E,,
005MV2-E,,
005MVB-E,,
005MVG-E,,
0C7ZXZ-E,400,197
005MVS-E,,
005MWX-E,,
005MX2-E,,
005MX7-E,,
005MYX-E,,
005MYZ-E,,
005MZ1-E,,
005MZ5-E,,
005MZC-E,,
005N0T-E,,
005N20-E,,
005N2C-E,,
005N2J-E,,
005N32-E,,
005N34-E,,
005N3Q-E,,
005N3W-E,,
005N63-E,,
005N6H-E,,
005N6L-E,,
005N81-E,,
005N87-E,,
005N97-E,,
005N9F-E,,
005N9K-E,,
005JNP-E,411,0
005NDQ-E,,
005NHK-E,,
005NHZ-E,,
005NJP-E,,
005NKJ-E,,
005NLJ-E,,
005NLX-E,,
005NM5-E,,
005NNX-E,,
005NP7-E,,
005NPD-E,,
005NQ4-E,,
005NQS-E,,
005NR7-E,,593
005NSQ-E,,
005LZB-E,1083,
0C81PW-E,,124
005KKM-E,98,
001Q0T-E,2232,1217
000P0M-E,24,4
005JLG-E,,15098
005HG5-E,119,26
005L3D-E,107,48
005NW7-E,,
005P3B-E,,
005P6P-E,,
005PDB-E,,
005PG5-E,,
005PLW-E,,
005VPR-E,26972,12938
005PNW-E,,
005PP3-E,,
005PRW-E,,
005PSX-E,,
005PV2-E,,
005PX2-E,,
005Q1S-E,585,
005Q7F-E,,6966
005QC1-E,,
005QDX-E,,
005QGW-E,,
005QKR-E,,
005QKV-E,,
005QLT-E,1500,
005QPR-E,,
005QPS-E,10,
005QXF-E,,
005RD1-E,,147
005RHB-E,,
005RLR-E,,
005RTB-E,,2159
005RVH-E,,
005S6V-E,260,
005S98-E,,
005SFP-E,,
005SQG-E,,1
005SW1-E,,
005T39-E,,
005T7D-E,,
005TS4-E,,
005TSW-E,,
005TY3-E,,
005TYS-E,,
005TZ5-E,,
005V7Y-E,82,
0C8M9P-E,275,150
005V9Y-E,,
005VB4-E,,
001ZK6-E,66797,961
005W7F-E,,
005W89-E,,
005W8D-E,,
005WCB-E,,
